product_brand,product_name,product_price,product_size,perfume_size,product_loves,product_type1,product_type2,product_type3,about,product_rating,product_reviews_complete,fiveStars,fourStars,threeStars,twoStars,oneStar
AERIN,Ikat Jasmine Rollerball,$30.00,NA,SIZE .27 oz/ 8 mL•ITEM 2115467,763,Fragrance,Women,Perfume,"Fragrance Family:
Floral

Scent Type:
Classic Florals

Key Notes:
Jasmine, Tuberose

About:
The impeccable pairing of jasmine sambac and jasmine Egypt infusion is enhanced with exotic tuberose fleur for a fragrance rich with velvety body and soft freshness. A delicate touch of Honeysuckle invigorates the senses, while tuberose infusion and sandalwood add subtle intensity and luminous depth. Ikat Jasmine is as captivating as the woman who wears it.

What else you need to know:
""Ikat Jasmine personifies a modern woman: effortless style and intriguing femininity.""—Aerin Lauder, Founder and Creative Director, AERIN",4.5,2 reviews,1,1,0,0,0
AERIN,Mediterranean Honeysuckle Rollerball,$30.00,NA,SIZE 0.27 oz•ITEM 1794619,4302,Fragrance,Women,Rollerballs & Travel Size,"Escape to the sun-drenched, azure-blue Mediterranean. Sweet honeysuckle and sparkling grapefruit evoke lush flowers and shimmering beaches. Sun-warmed and citrusy Italian bergamot and mandarin oil impart a lasting freshness. Lily of the valley and lush gardenia build to the sensuality and richness of jasmine sambac absolute for a fragrance as magical and elegant as its inspiration.

Notes:
Italian Bergamot, Honeysuckle, Grapefruit, Mandarin Oil, Jasmine Sambac Absolute.
Style:
Magical. Elegant. Floral.",4.3,23 reviews,15,2,5,1,0
AERIN,Lilac Path,$125.00,NA,SIZE 1.7 oz/ 50 mL•ITEM 1639236,2857,Fragrance,Women,Perfume,"Lilac Path weaves a delicate story of crisp greens, rich blooms, and delicate petals. Evocative lilac infuses the scent with inviting depth, heightened by lush fragrant galbanum. Creamy jasmine lactones blend with soft angelica seed oil and orange flower.

“There is something very special about spring lilacs; as fast as they bloom, they disappear. Lilac Path captures the spirit of spring and makes it last.”—Aerin Lauder, Founder and Creative Director, AERIN

Notes:
Galbanum, Lilac, Jasmine, Angelica Seed Oil, Orange Flower.
Style:
Crisp. Delicate. Evocative.",4.4,45 reviews,35,2,3,3,2
AERIN,Essentials Set,"$50.00
($60.00 value)",NA,ITEM 2115475,459,Fragrance,Value & Gift Sets,Perfume Gift Sets,"Amber musk blends sensual florals, distinctive amber, and creamy musk. Ambrox makes a velvety first impression, contrasted by a succulent burst of coconut water and the femininity of rose centifolia absolute. Like the glow of amber flames, lingering benzoin and musk infuse the fragrance with warmth.

""Amber Musk is a warm, inviting scent you want to wrap yourself in—like a soft cozy blanket on a cold snowy night.""—Aerin Lauder, Founder and Creative Director, AERIN

Rose Lip Conditioner contains skin conditioners to help nourish lips and AERIN’s signature rose scent brings a sense of calm.

This set contains:
- 0.27 oz/ 8 mL Amber Musk Rollerball
- 0.34 oz/ 10 mL Rose Lip Conditioner

Notes:
Coconut Water, Rose Centifolia, Ambrox, Benzoin, Musk.
Style:
Warm. Inviting. Cozy.",5.0,5 reviews,5,0,0,0,0
AERIN,Waterlily Sun,$125.00,NA,SIZE 1.7 oz / 50 mL•ITEM 1659077,3199,Fragrance,Women,Perfume,"Like sunlight reflecting on water, bright Sicilian bergamot and lush dewy greens entice the senses for an invigorating, luminous first impression. Delicate yet alluring waterlily and soft, exotic jasmine sambac add layers of depth and intensity, warmed by sweetly inviting musk. The effect is bright, dewy, and fresh.

Notes:
Sicilian Bergamot, Jasmine Sambac.
Style:
Floral. Watery.",4.3,43 reviews,26,9,5,2,1
AERIN,Rose Oil,$70.00,NA,SIZE 1.0 oz•ITEM 1738657,3761,Fragrance,Women,Lotions & Oils,"What it is:
A delicately scented oil that brings a healthy, hydrated glow to the face, neck, and décolleté.

What it does:
This soothing and moisturizing scented oil was curated by Aerin Lauder and features the brand’s signature rose scent. It was created with the finest ingredients to provide deep hydration and a delicate, classic aroma.

Notes:
Rose Centifolia, Rose Otto Bulgarian, Rose Absolute.
Style:
Rich. Floral. Classic.",4.3,14 reviews,9,1,3,1,0
AERIN,Garden Rose Eau de Cologne,$175.00,NA,SIZE 6.7 oz/ 200 mL•ITEM 1912427,1408,Fragrance,Women,Perfume,"Fragrance Family:
Floral

Scent Type:
Classic Floral

Key Notes:
Rose Centifolia, Bulgarian Rose Absolute, Musk.

About:
Garden Rose Eau de Cologne takes you into the English countryside, filled with the irrepressible scent of wild roses—lively, lush and free-spirited.

This fresh floral rose scent opens with the natural green notes of geranium wrapped around the fresh floralcy of rose bouton sauvage. Like a bud opening, the heart of the fragrance unfolds to reveal the uninhibited splendor and depth of white Bulgarian rose, the rich, full-bodied rose bulgare, and lush rose centifolia. Together, they capture the irresistible spirit of the English garden rose blooming boldly in the sun. The trail is enhanced with the smooth warmth of sandalwood and amber and softened by musk.

What else you need to know:
""There’s something so natural and free about the fragrance of an English garden rose. The exhilarating scent comes from its strength as much as its beauty. It’s like a rush of energy.""—Aerin Lauder",5.0,2 reviews,2,0,0,0,0
AERIN,Evening Rose,$125.00,NA,SIZE 1.7 oz/ 50 mL•ITEM 1639251,2473,Fragrance,Women,Perfume,"Evening Rose is vibrant with contrast. Juicy blackberry and rich cognac unexpectedly blend with voluptuous rose centifolia and Bulgarian rose absolute in an intriguing, alluring elixir. Incense, sensuous and luxurious, imparts soft warmth, like the lingering memory of an unforgettable evening.

“The pairing of rose and cognac is intriguing and unexpected, like the allure of an evening in the city.”—Aerin Lauder, Founder and Creative Director, AERIN

Notes:
Blackberry, Bulgarian Rose, Rose Centifolia, Cognac, Incense.
Style:
Alluring. Unexpected. Captivating.",4.6,22 reviews,19,1,0,0,2
AERIN,Iris Meadow,$125.00,NA,SIZE 1.7 oz/ 50 mL•ITEM 1659085,1160,Fragrance,Women,Perfume,"Like walking through an open field wild with flowers, Iris Meadow beckons with crisp green notes infused with lush florals and deepened by warm, energizing woods. Effervescent mandarin and vibrant blackcurrant blend with fresh florals. Iris, emboldened by Egyptian jasmine, balances the scent with vibrant depth while cedarwood melts into creamy, woody musks.

Notes:
Mandarin, Black currant, Cedarwood, Egyptian Jasmine, Iris.
Style:
Floral. Green. Woody.",4.3,9 reviews,7,0,1,0,1
AERIN,Tangier Vanille,$125.00,NA,SIZE 1.7 oz/ 50 mL•ITEM 1855626,1125,Fragrance,Women,Perfume,"""From the palaces and gardens to the legendary bazaars, Tangier Vanille opens a secret door that leads you into the mystery and splendor of Morocco.""—Aerin Lauder, Brand Founder

The heart of Madagascar vanilla glides through top notes of crisp sun-drenched Italian bergamot and the richness of Bulgarian rose. Velvety amber adds a sensual golden glow, while smooth sandalwood and feather-soft musk wrap the fragrance in a final veil of mystery.

Notes:
Madagascar Vanilla, Bergamot, Bulgarian Rose, Amber, Sandalwood, Musk.
Style:
Fluid. Oriental. Vanilla.",3.4,28 reviews,14,2,2,1,9
AERIN,Lilac Path Rollerball,$30.00,NA,SIZE 0.27 oz/ 8 mL•ITEM 1736057,2325,Fragrance,Women,Rollerballs & Travel Size,"Lilac Path weaves a delicate story of crisp greens, rich blooms, and delicate petals. Evocative lilac infuses the scent with inviting depth, heightened by lush fragrant galbanum. Creamy jasmine lactones blend with soft angelica seed oil and orange flower.

""There is something very special about spring lilacs; as fast as they bloom, they disappear. Lilac Path captures the spirit of spring and makes it last.""—Aerin Lauder, Founder and Creative Director, AERIN

Notes:
Galbanum, Lilac, Jasmine, Angelica Seed Oil, Orange Flower.
Style:
Crisp. Delicate. Evocative.",4.1,33 reviews,20,4,3,4,2
AERIN,Hibiscus Palm Rollerball,$30.00,NA,SIZE 0.27 oz/ 8 mL•ITEM 2039147,318,Fragrance,Women,Rollerballs & Travel Size,"Fragrance Family:
Floral

Scent Type:
Powdery Florals

Key Notes:
Lotus Flower Accord, Hibiscus Palm Accord, Tiare Absolute, Heliotrope, Coconut Milk

About:
Journey to a palm-fringed, tropical island. Hibiscus Palm captures the island scent of brilliant sunshine on a lush beach. Accords of lotus flower and hibiscus palm mingle with ylang-ylang and exotic ginger. Frangipani blends with a heart of fragrant white blossoms, wrapped in the velvety warmth of coconut milk, vanilla and musk.",3.7,3 reviews,2,0,0,0,1
AERIN,Gardenia Rattan,$125.00,NA,SIZE 1.7 oz/ 50 mL•ITEM 1639210,1508,Fragrance,Women,Perfume,"Gardenia Rattan captures the spirit of summer. Like a breath of sea spray, sparkling wet marine notes envelop the senses, while a gentle blend of white flowers including gardenia, tuberose, and tiare Tahiti exude lush femininity. Amber adds rich texture, like the last warming rays of the perfect summer day.

“Gardenia Rattan is the perfect summer day: warm sun, beautiful sea and fresh flowers.”—Aerin Lauder, Founder and Creative Director, AERIN

Notes:
Wet Marine Notes, Gardenia, Tuberose, Tiare Tahiti, Amber.
Style:
Sparkling. Bright. Transportive.",4.2,14 reviews,8,4,0,1,1
AERIN,Tangier Vanille Rollerball,$28.00,NA,SIZE 0.27 oz•ITEM 1855659,919,Fragrance,Women,Rollerballs & Travel Size,"""From the palaces and gardens to the legendary bazaars, Tangier Vanille opens a secret door that leads you into the mystery and splendor of Morocco.""—Aerin Lauder, Brand Founder

The heart of Madagascar vanilla glides through top notes of crisp sun-drenched Italian bergamot and the richness of Bulgarian rose. Velvety amber adds a sensual golden glow, while smooth sandalwood and feather-soft musk wrap the fragrance in a final veil of mystery.

Notes:
Madagascar Vanilla, Bergamot, Bulgarian Rose, Amber, Sandalwood, Musk.
Style:
Fluid. Oriental. Vanilla.",3.4,5 reviews,3,0,0,0,2
AERIN,Waterlily Sun Rollerball,$30.00,NA,SIZE 0.27 oz•ITEM 1736032,2325,Fragrance,Women,Rollerballs & Travel Size,"Like sunlight reflecting on water, bright Sicilian bergamot and lush dewy greens entice the senses for an invigorating, luminous first impression. Delicate yet alluring waterlily and soft, exotic jasmine sambac add layers of depth and intensity, warmed by sweetly inviting musk. The effect is bright, dewy, and fresh.

Notes:
Sicilian Bergamot, Jasmine Sambac.
Style:
Floral. Watery.",4.4,15 reviews,9,4,1,1,0
AERIN,Bamboo Rose Eau de Cologne,$175.00,NA,SIZE 6.7 oz/ 200 mL•ITEM 1912401,591,Fragrance,Women,Perfume,"Fragrance Family:
Floral

Scent Type:
Fresh Floral

Key Notes:
Dewy green leaves, Bulgarian Rose Absolute, Amber

About:
Bamboo Rose Eau de Cologne is a green floral rose blend that brings to mind the formal beauty and artful simplicity of an Asian garden. A scent that draws you irresistibly on as you follow the trail of roses deeper and deeper into the garden.

A refreshing top note of Sicilian bergamot and Mandarin blossom fuse effortlessly with dewy green leaves for an impression of delicate, elusive femininity. A profusion of white Bulgarian rose, Bulgarian rose absolute, rose infusion, and rose centifolia is enhanced by the cool allure of jasmine petals. The final shimmering touch is a hint of pink pepper, amber, and musk.

What else you need to know:
""In Asian gardens, serenity and sensuality balance each other. The roses are cultivated to bring out their seductive fragrance and the peaceful atmosphere is like a quiet meditation on beauty.""—Aerin Lauder",5.0,3 reviews,3,0,0,0,0
AERIN,Rose De Grasse,$225.00,NA,SIZE 1.7 oz/ 50 mL•ITEM 1699222,782,Fragrance,Women,Perfume,"Fragrance Family:
Floral

Scent Type:
Classic Floral

Key Notes:
Rose Centifolia, Rose Otto Bulgarian, Rose Absolute

About:
The rose is a timeless symbol of beauty and femininity. Like an original piece of art, Rose de Grasse is meticulously crafted with an artisanal attention to detail. At its heart is a fusion of roses including the hundred-petaled rose centifolia, hand-picked in Grasse—the French capital of perfumery since the 16th century where the history of fragrance is art.

What else you need to know:
""I've always been inspired by the timeless beauty of roses. Rose de Grasse represents the most rare and special of these flowers.""—Aerin",4.7,7 reviews,5,2,0,0,0
AERIN,Linen Rose Eau de Cologne Rollerball,$28.00,NA,SIZE 0.20 oz/ 6 mL•ITEM 1912450,241,Fragrance,Women,Rollerballs & Travel Size,"Fragrance Family:
Floral

Scent Type:
Warm Florals

Key Notes:
Bulgarian Rose Absolute, Coconut water, Amber

About:
Linen Rose Eau de Cologne is a floral amber rose that evokes the joy of a relaxed, casual day at the beach with cool, white linen sundresses and sunkissed roses. Its modern, effortless, and free-spirited scent captures the pure simplicity of a rose touched by the salty-cool ocean breezes, open to the sea, sand, and sky.

The energizing rush of sun-drenched top notes scatter like orange flower petals among lemon leaves to create a vivid burst of freshness. They flow through the enveloping warmth of the rose-filled heart of the fragrance: white Bulgarian rose, exotic ylang-ylang, refreshing coconut water, Bulgarian rose absolute, Bulgarian rose oil, and rose bouton. Like the sun upon the sand and sea, a golden glow emerges in the final notes of vanilla and amber. Sun-bleached vetiver adds the final modern note of depth and refinement.

What else you need to know:
""I love long walks on the beach. The roses in my East Hampton garden seem to bloom effortlessly surrounded by the natural beauty of the dunes, water, and sky.""—Aerin Lauder",4.0,2 reviews,1,0,1,0,0
AERIN,Linen Rose Eau de Cologne,$175.00,NA,SIZE 6.7 oz/ 200 mL•ITEM 1912419,1183,Fragrance,Women,Perfume,"Fragrance Family:
Floral

Scent Type:
Warm Florals

Key Notes:
Bulgarian Rose Absolute, Coconut water, Amber

About:
Linen Rose Eau de Cologne is a floral amber rose that evokes the joy of a relaxed, casual day at the beach with cool, white linen sundresses and sunkissed roses. Its modern, effortless, and free-spirited scent captures the pure simplicity of a rose touched by the salty-cool ocean breezes, open to the sea, sand and sky.

The energizing rush of sun-drenched top notes scatter like orange flower petals among lemon leaves to create a vivid burst of freshness. They flow through the enveloping warmth of the rose-filled heart of the fragrance: white Bulgarian rose, exotic ylang-ylang, refreshing coconut water, Bulgarian rose absolute, Bulgarian rose oil, and rose bouton. Like the sun upon the sand and sea, a golden glow emerges in the final notes of vanilla and amber. Sun-bleached vetiver adds the final modern note of depth and refinement.

What else you need to know:
""I love long walks on the beach. The roses in my East Hampton garden seem to bloom effortlessly surrounded by the natural beauty of the dunes, water, and sky.""—Aerin Lauder",3.9,14 reviews,8,0,3,2,1
AERIN,Radiant Floral Set,"$50.00
($60.00 value)",NA,ITEM 2115483,515,Fragrance,Value & Gift Sets,Perfume Gift Sets,"The impeccable pairing of jasmine sambac and jasmine Egypt infusion is enhanced with exotic tuberose fleur for a fragrance rich with velvety body and soft freshness. A delicate touch of Honeysuckle invigorates the senses, while tuberose infusion and sandalwood add subtle intensity and luminous depth. Ikat Jasmine is as captivating as the woman who wears it.

Escape to the sun-drenched, azure-blue Mediterranean. Sweet honeysuckle and sparkling grapefruit evoke lush flowers and shimmering beaches. Sun-warmed and citrusy Italian bergamot and mandarin oil impart a lasting freshness. Lily of the valley and lush gardenia build to the sensuality and richness of jasmine sambac absolute for a fragrance as magical and elegant as its inspiration.

This set contains:
- 0.27 oz/ 8 mL Ikat Jasmine Rollerball
- 0.27 oz/ 8 mL Mediterranean Honeysuckle Rollerball",3.5,4 reviews,2,0,1,0,1
AETHER BEAUTY,Rose Quartz Crystal Gemstone Eyeshadow Palette,$58.00,NA,ITEM 2189959,1795,Makeup,Eye,Eye Palettes,"What it is: A palette with 12 shades infused with rose quartz in ultra-matte, shimmer, duo-chrome, and metallic finishes that let you create softly-glamourous looks anytime.

Highlighted Ingredients:
- Organic* and Fair Trade** Coconut Oil: Creates a buttery-smooth texture.
- Rose Quartz Gemstone Powder: Helps diminish the look of wrinkles, redness, and fine lines.
- Organic* Rose Hip Oil: Supports radiant-looking, glowing skin.

Ingredient Callouts: This product is vegan, cruelty-free, and gluten-free, and comes in recyclable packaging.

What Else You Need to Know: These shades are formulated with coconut oil and shea butter to create an über-smooth, buttery texture for one swipe application. Rose quartz powder helps to reduce the appearance of fine lines, wrinkles, and redness while illuminating the skin with its light-reflective crystals. This palette is sustainably packaged. After removing the eyeshadow pans and elastic, this paper palette is fully recyclable and zero-waste—the first of its kind in the industry.

This Palette Contains:
- 8 x 0.05 oz/ 1.5 g Eyeshadows in Stardust (light pink shimmer), Sandstone (neutral beige matte), Heartstone (rose pink shimmer), Rose Quartz (antique rose metallic), Scorpio (rose brown matte), Crystalline (antique champagne metallic), Aphrodite (violet gray matte), Grounding (charcoal matte)
- 4 x 0.04 oz/ 1.25 g Eyeshadows in Reawakening (pink to gold duo-chrome shimmer), Divine (pink to peach duo-chrome shimmer), Astarte ( lavender to silver blue duo-chrome shimmer), Aura (maroon to blue purple duo-chrome shimmer)

*Certified organic by Quality Assurance International.
**Certified Fair Trade by Fair Trade USA

Clean at Sephora
When you spot our Clean seal, you can be sure we’ve checked that this brand’s product is made without the ingredients you told us you’d most like to avoid.

Clean at Sephora™ is formulated without:
Sulfates SLS and SLES, parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, triclosan, triclocarban. All skincare, hair, and makeup brands with the Clean Seal have less than one percent of synthetic fragrances.",4.9,19 reviews,17,2,0,0,0
AETHER BEAUTY,Crystal Grid Gemstone Eyeshadow Palette,$58.00,NA,ITEM 2189967,1023,Makeup,Eye,Eye Palettes,"What it is: A palette with 12 cosmic-inspired shades infused with crystal gemstones in shimmer and metallic finishes that dazzle your eyes with incredible luster.

Highlighted Ingredients:
- Organic* and Fair Trade**Coconut Oil: Creates a buttery-smooth texture.
- Organic* Moringa Oil: Rich in vitamin C.
- Organic* Rose Hip Oil: Supports radiant-looking, glowing skin.

Ingredient Callouts: This product is vegan, cruelty-free, and gluten-free, and comes in recyclable packaging.

What Else You Need to Know: Crystal-charged pigments are infused with diamond, amber, sapphire, topaz, amethyst, and tourmaline to illuminate the skin with their light-reflective properties. These shades are formulated with coconut oil and shea butter to create an über-smooth, buttery texture for one swipe application. This palette is sustainably packaged. After removing the eyeshadow pans and elastic, this paper palette is fully recyclable and zero-waste—the first of its kind in the industry.

This Palette Contains:
- 8 x 0.05 oz/ 1.5 g Eyeshadows in Diamond (shimmer sand infused with diamonds), Vibration (metallic taupe infused with topaz), Amber (metallic golden sunset infused with amber), Energy (metallic rust infused with amber), Moonlight (metallic white silver infused with diamond), Recharge (metallic charcoal gray, infused with topaz), Topaz (metallic antique gold, infused with topaz), Manifest (shimmer bronze , infused with topaz)
- 4 x 0.04 oz/ 1.25 g Eyeshadows in Amethyst (shimmer violet infused with amethyst), Sapphire (shimmer teal infused with sapphire), Intuition (shimmer saddle brown infused with topaz), Tourmaline (metallic rust red to emerald green duo-chrome, infused with tourmaline)

*Certified organic by Quality Assurance International. **Certified fair trade by Fair Trade USA.

Clean at Sephora
When you spot our Clean seal, you can be sure we’ve checked that this brand’s product is made without the ingredients you told us you’d most like to avoid.

Clean at Sephora™ is formulated without:
Sulfates SLS and SLES, parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, triclosan, triclocarban. All skincare, hair, and makeup brands with the Clean Seal have less than one percent of synthetic fragrances.",5.0,10 reviews,10,0,0,0,0
ALGENIST,Genius Liquid Collagen Plump & Pout Duo,"$40.00
($60.00 value)",NA,ITEM 2213502,3050,Value & Gift Sets,NA,Skincare,"What it is: A vegan, collagen-based formula to maintain skin's youthful vitality.

Skin Type: Normal, Dry, Combination, and Oily

Skincare Concerns: Loss of Firmness and Elasticity, Fine Lines and Wrinkles, and Dullness and Uneven Texture

Formulation: Lightweight Serum

Highlighted Ingredients:
- Patented Alguronic Acid: Clinically demonstrated to provide anti-aging and anti-wrinkle benefits.
- Vegan Plant Collagen: Helps to strengthen and condition the skin to visibly improve resiliency and bounce.
- Microalgae Oil: Hydrates, nourishes, and visibly restores skin's radiance.

Ingredient Callouts: Free of sulfates SLS and SLES, parabens, formaldehydes, formaldehyde-releasing agents, phthalates, retinyl palmitate, oxybenzone, coal tar, hydroquinone, triclosan, and triclocarban. This product is also vegan.

What Else You Need to Know: This breakthrough fountain of youth leverages a clean, vegan formulation design to help replenish and preserve a healthy, youthful-looking complexion by delivering vegan collagen to the skin in its most active state. Skin is left more resilient, brighter, and youthful-looking.

This Set Contains:
- 0.34 oz/ 10 mL GENIUS Liquid Collagen
- 0.21 oz/ 6.2 mL GENIUS Liquid Collagen Lip
- Pouch

Clinical Results: Results obtained following self-assessments of 85 women, using Genius Liquid Collagen twice daily:
- 91% said it restored bounce, resilience, and suppleness to the skin after 10 days
- 94% said it deeply replenishes, and helps condition skin after 10 days
- 87% experienced exceptional softness, radiance, and a youthful glow after 10 days

Results obtained following self-assessment of 85 women, using Genius Liquid Collagen Lip twice daily:
- 91% saw improved lip texture providing a good base for lipstick/lip gloss in 10 days
- 88% saw fine lines smoothed out on lips in 10 days
- 88% agreed it helps revive and replenish lips in 10 days",5.0,5 reviews,5,0,0,0,0
ALGENIST,GENIUS Sleeping Collagen,$98.00,NA,SIZE 2 oz/ 60 mL•ITEM 2170827,5657,Skincare,Moisturizers,Moisturizers,"What it is: A buttery sleeping cream that provides intense nourishment for dewy, cushioned skin by morning.

Skin Type: Normal, Dry, Combination, and Oily

Skincare Concerns: Loss of Firmness and Elasticity, Fine Lines and Wrinkles, and Dryness

Formulation: Cream

Highlighted Ingredients:
- Vegan Plant Collagen: Creates a smoother, more cushioned appearance.
- Alguronic Acid: Visibly minimizes appearance of fine lines and wrinkles.
- Skin-mimicking Ceramides and Mary Thistle Plant: Hydrate and nourish skin.

Ingredient Callouts: Free of sulfates SLS and SLES, parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, triclosan, and triclocarban, and contains less than one percent of synthetic fragrances. This product is also vegan.

What Else You Need to Know: Sleeping Collagen goes to work on your skin overnight, during its optimal recovery time. This unique buttery cream provides intense nourishment to the skin so you wake up with a fresh, glowing, and renewed complexion. After one overnight use, skin is softer, more supple, dewy, and radiant. Due to the nutrient-rich formula and buttery cream texture, only a pea-sized amount is needed per usage.

Clinical Results: In self-assessments of 85 women using the product once nightly for 10 days:
- 98% said skin felt and looked hydrated
- 94% said skin looked and felt deeply moisturized
- 95% said skin appeared softer and more supple
- 92% said skin appeared dewy and radiant",4.6,1057 reviews,753,230,50,18,6
ALGENIST,Secrets of Algae Kit,"$115.00
($205.00 value)",NA,ITEM 2138451,10K,Value & Gift Sets,NA,Skincare,"Which skin type is it good for?
✔ Normal
✔ Oily
✔ Combination
✔ Dry
✔ Sensitive

What it is:
A trio of Algenist bestsellers featuring products formulated with patented alguronic acid.

Solutions for:
- Loss of firmness and elasticity
- Fine lines and wrinkles
- Dark circles and puffiness

If you want to know more…
Unlock the Secrets of Algae for visible skin transformation in 10 days. This trio of Algenist bestsellers features products formulated with patented alguronic acid, a naturally occurring compound from algae that is naturally-sourced and sustainably produced. Skin appears nourished and radiant, skin resiliency and bounce are visibly restored, and fine lines and the appearance of deep wrinkles are visibly minimized.

Genius Liquid Collagen contains the highest concentration of plant collagen for skin that appears firmer and more toned. Genius Ultimate Anti-Aging Cream helps visibly restore skin resiliency and elasticity. The ophthalmologist-tested Complete Eye Renewal Balm decreases the appearance of puffiness and dark circles.

This set contains:
- 1 oz/ 30 mL Genius Liquid Collagen
- 1 oz/ 30 mL Genius Ultimate Anti-Aging Cream
- 0.23 oz/ 7 mL Complete Eye Renewal Balm

What else you need to know:
While Liquid Collagen comes with a special pump designed to deliver a precise amount of product, it may not be intuitive at first use. Please refer to the how to use section for step by step pump instructions. Genius Ultimate Anti-Aging Cream and Complete Eye Renewal Balm are dermatologist tested and noncomedogenic.

Research results:
Results obtained following self-assessments of 85 women, using Genus Liquid Collagen twice daily:
- 87% experienced exceptional softness, radiance, and a youthful glow after 10 days
- 91% said it restored bounce, resilience, and suppleness to the skin after 10 days
- 94% said it deeply replenishes, and helps condition skin after 10 days
- 90% said it helps strengthen skin matrix to restore lost bounce and elasticity in 28 days

Results obtained following a consumer use study of 100 women using Genius Ultimate Anti-Aging Cream twice daily:
- 91% said fragile skin texture appears reinforced within 10 days
- 95% said dull skin is brighter in 10 days
- 87% said forehead wrinkles, creases, and lines are visibly minimized within 28 days
- 95% said skin appears firmer, more resilient, and suppleness appears restored in 28 days

Results obtained following a consumer use study of 100 women using Complete Eye Renewal Balm twice daily, within 4 weeks of use:
- 91% said eye contours appear smoother
- 87% said puffiness appears decreased
- 81% said dark circles look decreased",4.4,52 reviews,39,4,3,2,4
ALGENIST,GENIUS Liquid Collagen,$115.00,NA,SIZE 1 oz/ 30 mL•ITEM 1957182,30K,Skincare,Treatments,Face Serums,"Which skin type is it good for?
✔ Normal
✔ Oily
✔ Combination
✔ Dry
✔ Sensitive

What it is:
A vegan, collagen-based formula to maintain skin’s youthful vitality.

Solutions for:
- Loss of firmness and elasticity
- Dullness and uneven texture

If you want to know more…
This breakthrough fountain of youth leverages a clean, vegan formulation design to help replenish and preserve a healthy, youthful skin matrix by delivering vegan collagen to the skin in its most active state. The anti-aging formula contains 13,000 microalgae oil beads naturally sourced and sustainably produced, omegas 3, 6, and 9, and a natural source of vitamin E. Skin is left more resilient, brighter, and youthful-looking.

What it is formulated WITHOUT:
- Parabens
- Sulfates
- Phthalates

What else you need to know:
While Liquid Collagen comes with a special pump designed to deliver a precise amount of product, it may not be intuitive at first use. Please refer to the How to Use section for step by step pump instructions.

Research results:
Results obtained following self-assessments of 85 women, using the product twice daily:
- 91% said it restored bounce, resilience, and suppleness to the skin after 10 days
- 94% said it deeply replenishes, and helps condition skin after 10 days
- 87% experienced exceptional softness, radiance, and a youthful glow after 10 days
- 90% said it helps strengthen skin matrix to restore lost bounce and elasticity in 28 days",4.0,547 reviews,322,81,37,42,65
ALGENIST,GENIUS Ultimate Anti-Aging Cream,$112.00,NA,ITEM 1582477,10K,Skincare,Moisturizers,Moisturizers,"Which skin type is it good for?
✔ Normal
✔ Oily
✔ Combination
✔ Dry
✔ Sensitive

What it is:
An advanced, antiaging moisturizer that visibly firms, lifts, combats deep wrinkles, brightens, and nourishes the face.

Solutions for:
- Fine lines and wrinkles
- Dryness
- Loss of firmness and elasticity

If you want to know more…
The ultra-nourishing and luxurious GENIUS Ultimate Anti-Aging Cream is a potent face cream that infuses skin with top-of-the-line biotechnology to combat advanced signs of aging. The blend of actives features alguronic acid, plant collagen, and microalgae oil to visibly brighten, hydrate, firm, lift, improve elasticity, and smooth fine lines and wrinkles for a youthful glow.

What it is formulated WITHOUT:
- Parabens
- Sulfates
- Phthalates

What else you need to know:
This product is dermatologist tested and noncomedogenic.

Research results:
In a self-assessment study with twice-daily use on 100 women, over 10 days:
- 95% experienced a brightening appearance to previously dull skin
- 91% reported fragile skin appeared dramatically reinforced

Over 4 weeks:
- 95% said skin appeared more firm and resilient with a renewed bounce and suppleness
- 87% said forehead wrinkles, creases, and fine lines were visibly reduced",4.3,435 reviews,282,68,36,23,26
ALGENIST,GENIUS Liquid Collagen Lip,$35.00,NA,SIZE 0.34 oz/ 10 mL•ITEM 2063014,20K,Skincare,Lip Treatments,Lip Balms & Treatments,"What it is:
A vegan collagen lip treatment to deliver long-lasting benefits for fuller, younger-looking lips in as few as 10 days.

If you want to know more…
This unique dual-phase lip treatment suspends botanical lip enhancers and hundreds of beads of microalgae oil in collagen water to help visibly fill out lips and improve lip definition with long-lasting benefits. Formulated with active plant collagen, and Algenist's naturally sourced and sustainably produced Alguronic Acid, this formula helps smooth the appearance of fine lines and wrinkles on the lips and mouth area for a youthful, more enhanced appearance.

What it is formulated WITHOUT:
- Parabens
- Sulfates
- Phthalates

Research results:
Results obtained following self-assessment of 85 women, using the product twice daily:
- 91% saw improved lip texture providing a good base for lipstick/lip gloss in 10 days
- 88% saw fine lines smoothed out on lips in 10 days
- 88% agreed it helps revive and replenish lips in 10 days
- 93% saw smoother, less visible fine lines on the lips in 28 days
- 90% said that fine lines are filled in 28 days
- 90% said lips were rejuvenated and younger-looking in 28 days",4.0,291 reviews,162,53,16,24,36
